snapshot_date,snapshot_label,team,power_rank,power_rating,elo,offense_strength,defense_strength,sos_rank,momentum_score,last3_win_pct,last5_win_pct,wins,losses,games_played
2026-06-06,Week 10,Vernon 12U,24.0,0.0976395727119988,1491.5010239716537,-0.38579742721111043,0.6799739158267852,41.0,0.2500000000000002,0.3333333333333333,0.4,4,6,10
2026-06-06,Week 10,West Hartford 12U Gold,1.0,4.03353062801292,1680.4344339102872,5.923214476088206,2.783105787411726,7.0,14.0,1.0,1.0,11,0,11
2026-06-06,Week 10,West Hartford 12U Green,10.0,1.5518255886693675,1562.917091273048,-0.35508997091650796,2.8104913552319073,42.0,2.3,0.3333333333333333,0.6,7,2,9
2026-06-06,Week 10,West Hartford 12U White,49.0,-2.5621428569683014,1375.1420527706603,-3.533210794322549,-0.15359747948728913,8.0,-9.35,0.0,0.0,0,11,11
2026-06-06,Week 10,West Hartford Green,36.0,-0.49778083485058283,1484.0393111314372,-2.9782035459296425,0.03146350951565413,43.0,-8.75,0.0,0.0,0,1,1
2026-06-06,Week 10,West Springfield 12U,6.0,2.65773431086429,1615.4623290580228,1.121818308809193,2.7850877537059358,9.0,6.05,0.6666666666666666,0.8,10,1,11
2026-06-06,Week 10,Westfield 12U Black,29.0,-0.06208080624165075,1496.9360452838455,-0.15446953661525276,0.21590415484175607,44.0,-3.7,0.3333333333333333,0.2,3,6,9
2026-06-06,Week 10,Westfield 12U Red,2.0,3.9160039825161785,1657.351971096005,4.915887301853114,3.6813803347887815,10.0,19.0,1.0,1.0,10,1,11
2026-06-06,Week 10,Wethersfield 12U A,20.0,0.3644643053002246,1512.6829171080597,1.7394486620360796,-1.0747077374033294,45.0,-1.0999999999999996,0.3333333333333333,0.4,4,3,7
2026-06-06,Week 10,Wethersfield 12U B,19.0,0.47293800252847934,1528.6109071762492,-0.5549513347358682,1.2292009764152991,46.0,5.250000000000001,0.6666666666666666,0.8,6,3,9
2026-06-06,Week 10,Wolcott 12U,7.0,2.4091704775130887,1610.9975523206008,1.9669293052932386,1.5038267987006708,47.0,8.3,0.6666666666666666,0.8,12,4,16
